time,precipitation_sum (mm)
2021-06-16,88.30
2021-06-17,88.30
2021-06-18,6.30
2021-06-19,15.30
2021-06-20,6.50
2021-06-21,12.60
2021-06-22,7.20
2021-06-23,10.60
2021-06-24,6.50
2021-06-25,8.10
2021-06-26,7.40
2021-06-27,8.60
2021-06-28,10.60
2021-06-29,8.90
2021-06-30,2.90
2021-07-01,2.70
2021-07-02,0.00
2021-07-03,0.60
2021-07-04,0.60
2021-07-05,0.10
2021-07-06,0.00
2021-07-07,0.00
2021-07-08,0.00
2021-07-09,5.40
2021-07-10,7.20
2021-07-11,0.00
2021-07-12,0.30
2021-07-13,2.00
2021-07-14,1.20
2021-07-15,0.10
2021-07-16,0.00
2021-07-17,0.80
2021-07-18,0.00
2021-07-19,1.00
2021-07-20,1.20
2021-07-21,0.60
2021-07-22,0.00
2021-07-23,2.50
2021-07-24,0.00
2021-07-25,0.00
2021-07-26,0.00
2021-07-27,0.00
2021-07-28,0.00
2021-07-29,0.20
2021-07-30,1.40
2021-07-31,2.80
2021-08-01,3.00
2021-08-02,2.80
2021-08-03,2.80
2021-08-04,3.90
2021-08-05,3.80
2021-08-06,0.60
2021-08-07,0.90
2021-08-08,1.00
2021-08-09,2.90
2021-08-10,1.00
2021-08-11,0.00
2021-08-12,3.40
2021-08-13,4.80
2021-08-14,1.70
2021-08-15,0.00
2021-08-16,0.00
2021-08-17,0.60
2021-08-18,1.70
2021-08-19,1.00
2021-08-20,1.00
2021-08-21,4.30
2021-08-22,0.20
2021-08-23,0.10
2021-08-24,0.40
2021-08-25,1.70
2021-08-26,0.20
2021-08-27,0.70
2021-08-28,2.30
2021-08-29,1.20
2021-08-30,0.80
2021-08-31,1.40
2021-09-01,0.00
2021-09-02,1.40
2021-09-03,2.50
2021-09-04,3.90
2021-09-05,0.00
2021-09-06,2.80
2021-09-07,1.30
2021-09-08,1.20
2021-09-09,0.60
2021-09-10,2.60
2021-09-11,1.80
2021-09-12,8.90
2021-09-13,1.30
2021-09-14,29.90
2021-09-15,4.80
2021-09-16,4.20
2021-09-17,2.00
2021-09-18,2.00
2021-09-19,1.00
2021-09-20,3.60
2021-09-21,25.30
2021-09-22,2.30
2021-09-23,9.90
2021-09-24,3.60
2021-09-25,3.00
2021-09-26,3.70
2021-09-27,0.00
2021-09-28,0.20
2021-09-29,0.80
2021-09-30,0.70
2021-10-01,2.60
2021-10-02,0.80
2021-10-03,1.00
2021-10-04,0.10
2021-10-05,2.60
2021-10-06,2.00
2021-10-07,0.00
2021-10-08,2.80
2021-10-09,2.30
2021-10-10,2.60
2021-10-11,2.80
2021-10-12,0.70
2021-10-13,0.00
2021-10-14,0.50
2021-10-15,1.20
2021-10-16,0.70
2021-10-17,1.10
2021-10-18,21.20
2021-10-19,5.00
2021-10-20,3.50
2021-10-21,7.20
2021-10-22,12.10
2021-10-23,1.10
2021-10-24,1.10
2021-10-25,1.60
2021-10-26,5.90
2021-10-27,25.20
2021-10-28,17.50
2021-10-29,28.20
2021-10-30,9.10
2021-10-31,11.10
2021-11-01,37.20
2021-11-02,7.10
2021-11-03,31.30
2021-11-04,19.30
2021-11-05,15.80
2021-11-06,15.30
2021-11-07,32.30
2021-11-08,7.10
2021-11-09,9.10
2021-11-10,13.50
2021-11-11,43.10
2021-11-12,14.10
2021-11-13,10.50
2021-11-14,17.20
2021-11-15,14.30
2021-11-16,13.30
2021-11-17,15.30
2021-11-18,14.60
2021-11-19,55.80
2021-11-20,16.10
2021-11-21,1.30
2021-11-22,27.40
2021-11-23,13.00
2021-11-24,0.60
2021-11-25,1.20
2021-11-26,19.00
2021-11-27,15.30
2021-11-28,13.90
2021-11-29,0.40
2021-11-30,14.60
2021-12-01,14.10
2021-12-02,1.10
2021-12-03,4.80
2021-12-04,18.20
2021-12-05,12.40
2021-12-06,4.70
2021-12-07,6.80
2021-12-08,7.60
2021-12-09,6.20
2021-12-10,3.70
2021-12-11,1.60
2021-12-12,2.20
2021-12-13,0.00
2021-12-14,3.30
2021-12-15,7.40
2021-12-16,14.50
2021-12-17,31.50
2021-12-18,10.80
2021-12-19,38.30
2021-12-20,13.30
2021-12-21,4.30
2021-12-22,5.70
2021-12-23,42.30
2021-12-24,4.60
2021-12-25,15.40
2021-12-26,1.60
2021-12-27,20.90
2021-12-28,1.70
2021-12-29,4.40
2021-12-30,5.50
2021-12-31,5.30
2022-01-01,7.50
2022-01-02,3.00
2022-01-03,0.10
2022-01-04,0.60
2022-01-05,0.80
2022-01-06,0.90
2022-01-07,2.20
2022-01-08,6.30
2022-01-09,17.30
2022-01-10,17.10
2022-01-11,20.70
2022-01-12,18.10
2022-01-13,12.20
2022-01-14,0.80
2022-01-15,9.10
2022-01-16,5.30
2022-01-17,6.10
2022-01-18,9.50
2022-01-19,8.60
2022-01-20,74.90
2022-01-21,11.80
2022-01-22,2.70
2022-01-23,3.10
2022-01-24,1.80
2022-01-25,3.60
2022-01-26,15.90
2022-01-27,4.00
2022-01-28,3.70
2022-01-29,2.00
2022-01-30,2.90
2022-01-31,6.70
2022-02-01,0.90
2022-02-02,3.30
2022-02-03,7.30
2022-02-04,1.90
2022-02-05,35.00
2022-02-06,4.40
2022-02-07,4.10
2022-02-08,12.70
2022-02-09,10.60
2022-02-10,2.60
2022-02-11,0.40
2022-02-12,14.50
2022-02-13,11.60
2022-02-14,10.10
2022-02-15,12.30
2022-02-16,11.70
2022-02-17,6.70
2022-02-18,16.20
2022-02-19,18.80
2022-02-20,0.00
2022-02-21,0.60
2022-02-22,10.90
2022-02-23,3.80
2022-02-24,2.00
2022-02-25,18.70
2022-02-26,24.60
2022-02-27,11.30
2022-02-28,23.10
2022-03-01,6.00
2022-03-02,10.90
2022-03-03,6.70
2022-03-04,7.40
2022-03-05,23.60
2022-03-06,7.20
2022-03-07,9.30
2022-03-08,12.70
2022-03-09,10.30
2022-03-10,18.20
2022-03-11,14.90
2022-03-12,9.00
2022-03-13,9.80
2022-03-14,32.60
2022-03-15,27.90
2022-03-16,16.10
2022-03-17,6.40
2022-03-18,13.80
2022-03-19,8.00
2022-03-20,4.90
2022-03-21,5.20
2022-03-22,4.80
2022-03-23,18.10
2022-03-24,9.20
2022-03-25,1.30
2022-03-26,13.70
2022-03-27,1.30
2022-03-28,8.60
2022-03-29,3.70
2022-03-30,4.70
2022-03-31,19.10
2022-04-01,21.60
2022-04-02,12.40
2022-04-03,10.40
2022-04-04,5.70
2022-04-05,7.40
2022-04-06,7.70
2022-04-07,21.20
2022-04-08,7.70
2022-04-09,4.20
2022-04-10,22.60
2022-04-11,18.00
2022-04-12,0.50
2022-04-13,4.30
2022-04-14,5.70
2022-04-15,1.20
2022-04-16,5.50
2022-04-17,14.50
2022-04-18,27.00
2022-04-19,20.00
2022-04-20,15.00
2022-04-21,10.10
2022-04-22,2.20
2022-04-23,7.90
2022-04-24,14.60
2022-04-25,17.40
2022-04-26,34.20
2022-04-27,9.20
2022-04-28,20.00
2022-04-29,2.90
2022-04-30,6.40
2022-05-01,5.30
2022-05-02,15.10
2022-05-03,4.40
2022-05-04,4.50
2022-05-05,2.00
2022-05-06,9.00
2022-05-07,24.90
2022-05-08,11.80
2022-05-09,6.50
2022-05-10,9.40
2022-05-11,4.70
2022-05-12,21.10
2022-05-13,3.50
2022-05-14,5.10
2022-05-15,9.10
2022-05-16,2.70
2022-05-17,0.70
2022-05-18,13.00
2022-05-19,15.40
2022-05-20,19.40
2022-05-21,7.70
2022-05-22,0.30
2022-05-23,0.00
2022-05-24,1.70
2022-05-25,0.40
2022-05-26,16.90
2022-05-27,1.30
2022-05-28,17.70
2022-05-29,3.30
2022-05-30,2.50
2022-05-31,13.00
2022-06-01,7.80
2022-06-02,14.50
2022-06-03,5.90
2022-06-04,10.40
2022-06-05,16.40
2022-06-06,14.60
2022-06-07,0.60
2022-06-08,14.90
2022-06-09,10.10
2022-06-10,0.90
2022-06-11,25.20
2022-06-12,6.50
2022-06-13,4.30
2022-06-14,14.10
2022-06-15,3.60
2022-06-16,15.90
2022-06-17,3.90
2022-06-18,16.60
2022-06-19,9.00
2022-06-20,3.90
2022-06-21,0.00
2022-06-22,0.50
2022-06-23,3.40
2022-06-24,2.10
2022-06-25,6.10
2022-06-26,18.60
2022-06-27,0.50
2022-06-28,0.00
2022-06-29,0.00
2022-06-30,1.00
2022-07-01,1.20
2022-07-02,4.80
2022-07-03,4.50
2022-07-04,0.10
2022-07-05,3.00
2022-07-06,12.00
2022-07-07,0.10
2022-07-08,2.40
2022-07-09,2.20
2022-07-10,1.00
2022-07-11,0.30
2022-07-12,7.00
2022-07-13,4.20
2022-07-14,4.80
2022-07-15,5.70
2022-07-16,4.10
2022-07-17,0.10
2022-07-18,2.90
2022-07-19,0.30
2022-07-20,0.20
2022-07-21,0.50
2022-07-22,1.50
2022-07-23,2.10
2022-07-24,0.00
2022-07-25,0.00
2022-07-26,0.00
2022-07-27,0.10
2022-07-28,0.30
2022-07-29,0.00
2022-07-30,0.00
2022-07-31,0.00
2022-08-01,0.10
2022-08-02,3.50
2022-08-03,3.90
2022-08-04,0.10
2022-08-05,0.20
2022-08-06,3.90
2022-08-07,1.40
2022-08-08,0.60
2022-08-09,0.80
2022-08-10,2.40
2022-08-11,6.00
2022-08-12,9.20
2022-08-13,13.00
2022-08-14,19.10
2022-08-15,18.10
2022-08-16,3.10
2022-08-17,0.20
2022-08-18,2.40
2022-08-19,1.50
2022-08-20,0.00
2022-08-21,2.30
2022-08-22,1.20
2022-08-23,0.10
2022-08-24,0.00
2022-08-25,0.10
2022-08-26,11.20
2022-08-27,1.00
2022-08-28,0.20
2022-08-29,0.10
2022-08-30,0.40
2022-08-31,9.60
2022-09-01,3.70
2022-09-02,1.40
2022-09-03,1.10
2022-09-04,0.30
2022-09-05,0.00
2022-09-06,0.50
2022-09-07,22.90
2022-09-08,12.80
2022-09-09,28.90
2022-09-10,32.00
2022-09-11,9.00
2022-09-12,3.30
2022-09-13,1.90
2022-09-14,0.20
2022-09-15,2.10
2022-09-16,3.20
2022-09-17,0.50
2022-09-18,1.60
2022-09-19,2.00
2022-09-20,3.80
2022-09-21,1.80
2022-09-22,10.20
2022-09-23,14.80
2022-09-24,2.70
2022-09-25,1.40
2022-09-26,3.10
2022-09-27,0.40
2022-09-28,0.50
2022-09-29,1.10
2022-09-30,31.20
2022-10-01,21.40
2022-10-02,20.80
2022-10-03,14.70
2022-10-04,2.90
2022-10-05,1.80
2022-10-06,6.40
2022-10-07,17.40
2022-10-08,19.50
2022-10-09,8.00
2022-10-10,16.30
2022-10-11,12.90
2022-10-12,8.30
2022-10-13,8.80
2022-10-14,2.90
2022-10-15,3.00
2022-10-16,3.10
2022-10-17,9.00
2022-10-18,2.90
2022-10-19,19.90
2022-10-20,46.60
2022-10-21,49.60
2022-10-22,1.10
2022-10-23,14.10
2022-10-24,11.80
2022-10-25,17.70
2022-10-26,56.10
2022-10-27,3.10
2022-10-28,0.00
2022-10-29,0.80
2022-10-30,2.10
2022-10-31,0.90
2022-11-01,10.50
2022-11-02,23.30
2022-11-03,25.10
2022-11-04,15.40
2022-11-05,11.60
2022-11-06,27.80
2022-11-07,28.50
2022-11-08,29.60
2022-11-09,10.90
2022-11-10,10.30
2022-11-11,11.80
2022-11-12,14.70
2022-11-13,17.30
2022-11-14,22.50
2022-11-15,26.90
2022-11-16,23.00
2022-11-17,18.10
2022-11-18,10.70
2022-11-19,22.50
2022-11-20,4.00
2022-11-21,4.00
2022-11-22,4.50
2022-11-23,3.10
2022-11-24,19.20
2022-11-25,50.70
2022-11-26,16.10
2022-11-27,12.30
2022-11-28,8.90
2022-11-29,12.50
2022-11-30,9.80
2022-12-01,1.60
2022-12-02,1.90
2022-12-03,3.00
2022-12-04,6.10
2022-12-05,38.00
2022-12-06,26.10
2022-12-07,13.50
2022-12-08,18.00
2022-12-09,4.10
2022-12-10,3.10
2022-12-11,14.70
2022-12-12,5.20
2022-12-13,3.20
2022-12-14,13.70
2022-12-15,10.10
2022-12-16,5.70
2022-12-17,1.30
2022-12-18,0.90
2022-12-19,5.00
2022-12-20,3.70
2022-12-21,0.70
2022-12-22,41.50
2022-12-23,18.00
2022-12-24,5.60
2022-12-25,24.40
2022-12-26,28.40
2022-12-27,4.00
2022-12-28,18.30
2022-12-29,27.80
2022-12-30,1.50
2022-12-31,10.80
2023-01-01,9.60
2023-01-02,4.00
2023-01-03,2.50
2023-01-04,13.80
2023-01-05,5.30
2023-01-06,6.30
2023-01-07,3.30
2023-01-08,2.30
2023-01-09,5.70
2023-01-10,8.10
2023-01-11,0.90
2023-01-12,2.20
2023-01-13,1.40
2023-01-14,3.70
2023-01-15,1.00
2023-01-16,13.70
2023-01-17,14.60
2023-01-18,1.70
2023-01-19,3.10
2023-01-20,10.10
2023-01-21,1.90
2023-01-22,7.10
2023-01-23,0.50
2023-01-24,1.20
2023-01-25,7.00
2023-01-26,16.20
2023-01-27,20.10
2023-01-28,23.20
2023-01-29,14.40
2023-01-30,2.90
2023-01-31,7.50
2023-02-01,22.30
2023-02-02,9.20
2023-02-03,12.30
2023-02-04,11.10
2023-02-05,11.40
2023-02-06,0.90
2023-02-07,26.90
2023-02-08,21.30
2023-02-09,27.10
2023-02-10,20.90
2023-02-11,12.20
2023-02-12,11.50
2023-02-13,24.90
2023-02-14,17.50
2023-02-15,24.10
2023-02-16,39.60
2023-02-17,20.30
2023-02-18,1.40
2023-02-19,7.90
2023-02-20,15.90
2023-02-21,18.80
2023-02-22,12.70
2023-02-23,15.50
2023-02-24,8.70
2023-02-25,8.00
2023-02-26,9.60
2023-02-27,14.60
2023-02-28,33.00
2023-03-01,29.50
2023-03-02,52.60
2023-03-03,0.60
2023-03-04,8.10
2023-03-05,5.70
2023-03-06,3.70
2023-03-07,1.70
2023-03-08,1.90
2023-03-09,4.20
2023-03-10,5.00
2023-03-11,1.60
2023-03-12,0.00
2023-03-13,0.40
2023-03-14,1.80
2023-03-15,5.50
2023-03-16,10.90
2023-03-17,19.70
2023-03-18,2.90
2023-03-19,13.30
2023-03-20,26.60
2023-03-21,8.40
2023-03-22,32.90
2023-03-23,0.40
2023-03-24,4.80
2023-03-25,16.50
2023-03-26,9.30
2023-03-27,12.50
2023-03-28,11.30
2023-03-29,10.00
2023-03-30,16.30
2023-03-31,3.70
2023-04-01,34.00
2023-04-02,4.90
2023-04-03,12.10
2023-04-04,1.70
2023-04-05,2.30
2023-04-06,3.00
2023-04-07,0.00
2023-04-08,4.00
2023-04-09,0.90
2023-04-10,11.20
2023-04-11,3.10
2023-04-12,11.50
2023-04-13,9.80
2023-04-14,3.20
2023-04-15,1.50
2023-04-16,1.00
2023-04-17,1.90
2023-04-18,10.20
2023-04-19,0.90
2023-04-20,5.20
2023-04-21,0.80
2023-04-22,27.70
2023-04-23,9.20
2023-04-24,12.00
2023-04-25,5.30
2023-04-26,3.30
2023-04-27,10.20
2023-04-28,20.40
2023-04-29,24.00
2023-04-30,1.00
2023-05-01,11.10
2023-05-02,6.50
2023-05-03,9.70
2023-05-04,18.00
2023-05-05,21.30
2023-05-06,7.30
2023-05-07,10.80
2023-05-08,0.20
2023-05-09,2.30
2023-05-10,1.30
2023-05-11,13.90
2023-05-12,4.50
2023-05-13,0.50
2023-05-14,0.20
2023-05-15,0.10
2023-05-16,0.00
2023-05-17,0.00
2023-05-18,0.20
2023-05-19,0.60
2023-05-20,0.10
2023-05-21,0.00
2023-05-22,0.70
2023-05-23,0.10
2023-05-24,0.00
2023-05-25,0.00
2023-05-26,0.00
2023-05-27,0.00
2023-05-28,0.00
2023-05-29,0.00
2023-05-30,0.00
2023-05-31,0.80
2023-06-01,0.50
2023-06-02,0.30
2023-06-03,1.40
2023-06-04,2.40
2023-06-05,2.00
2023-06-06,4.30
2023-06-07,6.50
2023-06-08,7.30
2023-06-09,0.20
2023-06-10,0.10
2023-06-11,1.60
2023-06-12,11.30
2023-06-13,0.00
2023-06-14,0.00
2023-06-15,0.00
2023-06-16,1.10
2023-06-17,0.30
2023-06-18,3.50
2023-06-19,0.70
2023-06-20,2.80
2023-06-21,0.70
2023-06-22,0.00
2023-06-23,2.00
2023-06-24,0.00
2023-06-25,0.00
2023-06-26,1.70
2023-06-27,2.30
2023-06-28,4.10
2023-06-29,3.00
2023-06-30,2.00
2023-07-01,1.90
2023-07-02,2.00
2023-07-03,1.20
2023-07-04,1.00
2023-07-05,2.50
2023-07-06,10.30
2023-07-07,19.40
2023-07-08,12.10
2023-07-09,2.10
2023-07-10,0.40
2023-07-11,0.00
2023-07-12,0.30
2023-07-13,2.20
2023-07-14,2.40
2023-07-15,1.60
2023-07-16,2.60
2023-07-17,0.20
2023-07-18,0.00
2023-07-19,0.00
2023-07-20,0.20
2023-07-21,1.40
2023-07-22,0.00
2023-07-23,0.00
2023-07-24,0.00
2023-07-25,0.00
2023-07-26,0.00
2023-07-27,0.00
2023-07-28,0.00
2023-07-29,0.00
2023-07-30,0.00
2023-07-31,0.00
2023-08-01,0.00
2023-08-02,0.70
2023-08-03,0.10
2023-08-04,0.90
2023-08-05,0.00
2023-08-06,2.00
2023-08-07,0.20
2023-08-08,0.00
2023-08-09,0.00
2023-08-10,0.00
2023-08-11,0.00
2023-08-12,0.00
2023-08-13,0.00
2023-08-14,0.00
2023-08-15,0.00
2023-08-16,0.00
2023-08-17,0.50
2023-08-18,0.60
2023-08-19,0.00
2023-08-20,0.10
2023-08-21,0.00
2023-08-22,0.00
2023-08-23,0.00
2023-08-24,0.00
2023-08-25,0.00
2023-08-26,0.00
2023-08-27,0.80
2023-08-28,0.00
2023-08-29,0.00
2023-08-30,0.00
2023-08-31,0.30
2023-09-01,1.20
2023-09-02,0.50
2023-09-03,0.90
2023-09-04,0.00
2023-09-05,0.00
2023-09-06,0.10
2023-09-07,0.10
2023-09-08,0.00
2023-09-09,0.00
2023-09-10,0.10
2023-09-11,0.20
2023-09-12,0.30
2023-09-13,0.50
2023-09-14,3.30
2023-09-15,0.20
2023-09-16,0.40
2023-09-17,0.80
2023-09-18,1.20
2023-09-19,0.00
2023-09-20,0.00
2023-09-21,0.00
2023-09-22,0.00
2023-09-23,0.00
2023-09-24,0.20
2023-09-25,0.90
2023-09-26,0.50
2023-09-27,0.30
2023-09-28,0.30
2023-09-29,0.30
2023-09-30,1.40
2023-10-01,2.00
2023-10-02,3.50
2023-10-03,3.20
2023-10-04,0.40
2023-10-05,1.60
2023-10-06,1.20
2023-10-07,2.00
2023-10-08,2.90
2023-10-09,0.70
2023-10-10,0.00
2023-10-11,0.00
2023-10-12,0.00
2023-10-13,1.10
2023-10-14,0.70
2023-10-15,0.20
2023-10-16,0.40
2023-10-17,1.60
2023-10-18,1.30
2023-10-19,0.50
2023-10-20,0.10
2023-10-21,0.00
2023-10-22,0.30
2023-10-23,1.00
2023-10-24,1.70
2023-10-25,1.10
2023-10-26,3.90
2023-10-27,0.60
2023-10-28,2.10
2023-10-29,3.50
2023-10-30,1.40
2023-10-31,1.80
2023-11-01,1.90
2023-11-02,0.80
2023-11-03,2.40
2023-11-04,6.60
2023-11-05,8.40
2023-11-06,1.50
2023-11-07,1.90
2023-11-08,2.10
2023-11-09,1.30
2023-11-10,1.00
2023-11-11,17.80
2023-11-12,5.80
2023-11-13,5.70
2023-11-14,15.10
2023-11-15,16.90
2023-11-16,5.60
2023-11-17,2.00
2023-11-18,0.80
2023-11-19,3.30
2023-11-20,4.90
2023-11-21,5.40
2023-11-22,3.00
2023-11-23,3.20
2023-11-24,5.80
2023-11-25,5.30
2023-11-26,0.50
2023-11-27,4.40
2023-11-28,10.10
2023-11-29,9.50
2023-11-30,12.30
2023-12-01,22.00
2023-12-02,7.30
2023-12-03,11.60
2023-12-04,12.90
2023-12-05,4.50
2023-12-06,2.50
2023-12-07,0.70
2023-12-08,0.90
2023-12-09,1.00
2023-12-10,14.70
2023-12-11,1.70
2023-12-12,0.00
2023-12-13,4.90
2023-12-14,0.80
2023-12-15,0.00
2023-12-16,0.00
2023-12-17,0.50
2023-12-18,0.10
2023-12-19,0.20
2023-12-20,0.00
2023-12-21,0.00
2023-12-22,0.50
2023-12-23,0.20
2023-12-24,0.00
2023-12-25,1.20
2023-12-26,0.80
2023-12-27,9.90
2023-12-28,14.00
2023-12-29,10.80
2023-12-30,19.00
2023-12-31,11.80
2024-01-01,26.60
2024-01-02,6.50
2024-01-03,10.80
2024-01-04,15.50
2024-01-05,20.20
2024-01-06,12.70
2024-01-07,24.40
2024-01-08,10.20
2024-01-09,3.50
2024-01-10,10.40
2024-01-11,0.60
2024-01-12,2.30
2024-01-13,3.10
2024-01-14,0.20
2024-01-15,1.70
2024-01-16,1.30
2024-01-17,38.70
2024-01-18,28.90
2024-01-19,36.30
2024-01-20,3.30
2024-01-21,4.00
2024-01-22,4.20
2024-01-23,3.30
2024-01-24,11.80
2024-01-25,7.90
2024-01-26,29.10
2024-01-27,18.40
2024-01-28,18.20
2024-01-29,19.60
2024-01-30,10.20
2024-01-31,8.00
2024-02-01,10.10
2024-02-02,2.10
2024-02-03,18.20
2024-02-04,37.30
2024-02-05,11.60
2024-02-06,11.70
2024-02-07,19.90
2024-02-08,5.40
2024-02-09,3.50
2024-02-10,16.90
2024-02-11,2.40
2024-02-12,10.10
2024-02-13,1.50
2024-02-14,1.00
2024-02-15,4.20
2024-02-16,1.30
2024-02-17,3.80
2024-02-18,1.80
2024-02-19,9.00
2024-02-20,3.40
2024-02-21,13.30
2024-02-22,0.00
2024-02-23,4.40
2024-02-24,12.00
2024-02-25,22.10
2024-02-26,7.40
2024-02-27,22.30
2024-02-28,9.90
2024-02-29,21.10
2024-03-01,16.60
2024-03-02,9.90
2024-03-03,20.40
2024-03-04,13.40
2024-03-05,4.70
2024-03-06,9.30
2024-03-07,14.70
2024-03-08,10.50
2024-03-09,29.10
2024-03-10,3.10
2024-03-11,6.30
2024-03-12,0.50
2024-03-13,15.70
2024-03-14,22.30
2024-03-15,21.10
2024-03-16,4.60
2024-03-17,5.40
2024-03-18,1.10
2024-03-19,0.00
2024-03-20,1.40
2024-03-21,1.40
2024-03-22,4.60
2024-03-23,1.90
2024-03-24,11.50
2024-03-25,6.80
2024-03-26,29.20
2024-03-27,5.50
2024-03-28,14.10
2024-03-29,10.00
2024-03-30,3.00
2024-03-31,5.80
2024-04-01,7.10
2024-04-02,21.20
2024-04-03,13.00
2024-04-04,3.50
2024-04-05,2.60
2024-04-06,0.10
2024-04-07,12.20
2024-04-08,10.30
2024-04-09,15.10
2024-04-10,24.90
2024-04-11,17.90
2024-04-12,8.00
2024-04-13,5.40
2024-04-14,17.00
2024-04-15,6.10
2024-04-16,9.20
2024-04-17,14.20
2024-04-18,13.10
2024-04-19,12.50
2024-04-20,19.90
2024-04-21,26.10
2024-04-22,11.10
2024-04-23,16.80
2024-04-24,3.80
2024-04-25,1.90
2024-04-26,4.60
2024-04-27,3.40
2024-04-28,10.20
2024-04-29,0.20
2024-04-30,1.40
2024-05-01,1.20
2024-05-02,0.20
2024-05-03,0.20
2024-05-04,0.30
2024-05-05,0.20
2024-05-06,0.80
2024-05-07,1.30
2024-05-08,2.10
2024-05-09,1.00
2024-05-10,2.00
2024-05-11,12.30
2024-05-12,1.40
2024-05-13,0.40
2024-05-14,0.00
2024-05-15,0.40
2024-05-16,0.10
2024-05-17,0.10
2024-05-18,0.20
2024-05-19,0.00
2024-05-20,0.00
2024-05-21,0.40
2024-05-22,0.00
2024-05-23,6.00
2024-05-24,59.70
2024-05-25,39.10
2024-05-26,0.00
2024-05-27,0.30
2024-05-28,2.00
2024-05-29,0.90
2024-05-30,2.80
2024-05-31,0.10
2024-06-01,4.70
2024-06-02,0.60
2024-06-03,1.10
2024-06-04,0.20
2024-06-05,0.50
2024-06-06,0.60
2024-06-07,3.30
2024-06-08,0.00
2024-06-09,3.70
2024-06-10,0.20
2024-06-11,6.50
2024-06-12,8.30
2024-06-13,0.00
2024-06-14,0.30
2024-06-15,4.50
2024-06-16,0.00
2024-06-17,0.20
2024-06-18,0.90
2024-06-19,0.00
2024-06-20,0.00
2024-06-21,0.00
2024-06-22,0.50
2024-06-23,1.60
2024-06-24,1.40
2024-06-25,2.10
2024-06-26,0.00
2024-06-27,0.50
2024-06-28,2.20
2024-06-29,8.90
2024-06-30,1.10
2024-07-01,0.00
2024-07-02,1.50
2024-07-03,0.60
2024-07-04,33.90
2024-07-05,0.00
2024-07-06,2.10
2024-07-07,2.60
2024-07-08,0.20
2024-07-09,0.00
2024-07-10,0.00
2024-07-11,0.00
2024-07-12,0.00
2024-07-13,0.00
2024-07-14,0.00
2024-07-15,0.00
2024-07-16,0.00
2024-07-17,0.00
2024-07-18,0.00
2024-07-19,0.00
2024-07-20,0.00
2024-07-21,0.10
2024-07-22,0.00
2024-07-23,0.30
2024-07-24,0.30
2024-07-25,0.00
2024-07-26,0.00
2024-07-27,0.00
2024-07-28,0.10
2024-07-29,0.30
2024-07-30,0.60
2024-07-31,1.40
2024-08-01,9.10
2024-08-02,5.10
2024-08-03,1.40
2024-08-04,1.50
2024-08-05,0.00
2024-08-06,0.00
2024-08-07,0.10
2024-08-08,1.40
2024-08-09,0.00
2024-08-10,0.00
2024-08-11,0.00
2024-08-12,0.00
2024-08-13,0.00
2024-08-14,0.00
2024-08-15,0.00
2024-08-16,0.00
2024-08-17,0.00
2024-08-18,0.00
2024-08-19,0.20
2024-08-20,0.00
2024-08-21,0.10
2024-08-22,0.00
2024-08-23,0.20
2024-08-24,1.70
2024-08-25,0.20
2024-08-26,0.00
2024-08-27,1.10
2024-08-28,0.30
2024-08-29,1.50
2024-08-30,1.30
2024-08-31,0.70
2024-09-01,0.50
2024-09-02,0.10
2024-09-03,1.30
2024-09-04,0.90
2024-09-05,2.00
2024-09-06,0.70
2024-09-07,0.20
2024-09-08,23.30
2024-09-09,1.00
2024-09-10,6.10
2024-09-11,4.40
2024-09-12,0.00
2024-09-13,1.50
2024-09-14,1.30
2024-09-15,0.40
2024-09-16,1.20
2024-09-17,0.40
2024-09-18,0.00
2024-09-19,0.00
2024-09-20,0.00
2024-09-21,0.00
2024-09-22,1.40
2024-09-23,7.00
2024-09-24,13.90
2024-09-25,9.90
2024-09-26,5.40
2024-09-27,1.30
2024-09-28,0.20
2024-09-29,0.20
2024-09-30,1.40
2024-10-01,3.00
2024-10-02,2.60
2024-10-03,0.90
2024-10-04,1.50
2024-10-05,1.50
2024-10-06,1.60
2024-10-07,0.30
2024-10-08,1.60
2024-10-09,2.40
2024-10-10,4.20
2024-10-11,0.20
2024-10-12,3.90
2024-10-13,2.00
2024-10-14,2.40
2024-10-15,1.20
2024-10-16,0.00
2024-10-17,0.00
2024-10-18,1.20
2024-10-19,12.40
2024-10-20,26.80
2024-10-21,4.00
2024-10-22,2.60
2024-10-23,1.50
2024-10-24,2.60
2024-10-25,1.60
2024-10-26,1.60
2024-10-27,1.00
2024-10-28,1.40
2024-10-29,0.20
2024-10-30,20.50
2024-10-31,3.90
2024-11-01,38.00
2024-11-02,4.90
2024-11-03,28.10
2024-11-04,3.10
2024-11-05,3.20
2024-11-06,0.30
2024-11-07,10.40
2024-11-08,2.30
2024-11-09,19.30
2024-11-10,14.90
2024-11-11,23.70
2024-11-12,5.90
2024-11-13,9.90
2024-11-14,17.30
2024-11-15,10.90
2024-11-16,27.70
2024-11-17,19.50
2024-11-18,11.30
2024-11-19,17.10
2024-11-20,7.70
2024-11-21,12.10
2024-11-22,14.10
2024-11-23,19.00
2024-11-24,3.40
2024-11-25,6.90
2024-11-26,1.80
2024-11-27,13.40
2024-11-28,23.70
2024-11-29,0.40
2024-11-30,14.10
2024-12-01,12.60
2024-12-02,8.30
2024-12-03,15.90
2024-12-04,13.30
2024-12-05,5.90
2024-12-06,16.10
2024-12-07,15.70
